Stance on NN,Networking,Format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18
Anti,Solo,In person,2/4/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514990595,"NBC Universal, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514990595/1,,1/31/2008,NBCUniversal,,,,,,,,,,,,,,,,,
Anti,Solo,In person,9/17/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514876605,Nortel,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514876605/1,,9/14/2007,Nortel,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/12/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991936,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514991936/1,outside of FCC,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/16/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515042265,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515042265/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/31/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184995,Suddenlink Communications,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184995/1,,7/25/2008,Suddenlink,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/10/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515162966,Telecommunications Industry Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515162966/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/11/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515173964,Telecommunications Industry Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515173964/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/30/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515180992,Telecommunications Industry Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515180992/1,,6/27/2008,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/29/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184316,Time Warner Inc,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184316/1,,7/28/2008,Time Warner Cable,,,,,,,,,,,,,,,,,
Anti,Solo ,In person (NTCA Summer Meeting),6/5/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514669657,National Telecommunications Cooperative Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514669657/1,,6/4/2007,National Telecommunications Cooperative Association,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184162,Google Inc.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184162/1,,7/25/2008,Google,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,11/29/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514967951,"Vuze, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514967951/1,,11/28/2007,Vuze,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,11/29/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514967951,"Vuze, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514967951/1,,11/29/2007,Vuze,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,2/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514994223,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514994223/1,,2/22/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183800,Charter Communications,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183800/1,,7/22/2008,Charter,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/30/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514760778,CTIA- The Wireless Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514760778/1,,7/28/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,3/27/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515019611,George Ou,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5515019611/1,,3/25/2008,George Ou,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/17/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182981,Independent Telephone & Telecommunications Alliance,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515182981/1,,7/17/2008,Independent Telephone & Telecommunications Alliance,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184019,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184019/1,,7/23/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/24/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183674,Mediacom Communications Corporation,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183674/1,,7/24/2008,Mediacom,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183839,National Cable & Telecommunications Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183839/1,,7/24/2008,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184053,National Cable & Telecommunications Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184053/1,,7/25/2008,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184054,National Cable & Telecommunications Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184054/1,,7/25/2008,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,3/20/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515018374,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515018374/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184021,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184021/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,2/29/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515008371,Verizon,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515008371/1,,2/28/2008,Verizon,,,,,,,,,,,,,,,,,
