Stance on NN,Networking,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92,Network 93,Network 94,Network 95,Network 96,Network 97,Network 98,Network 99,Network 100,Network 101,Network 102,Network 103,Network 104,Network 105,Network 106,Network 107,Network 108,Network 109,Network 110,Network 111,Network 112,Network 113,Network 114,Network 115,Network 116,Network 117,Network 118,Network 119,Network 120,Network 121,Network 122,Network 123,Network 124,Network 125,Network 126,Network 127,Network 128,Network 129,Network 130,Network 131,Network 132,Network 133,Network 134,Network 135,Network 136,Network 137,Network 138,Network 139,Network 140,Network 141,Network 142,Network 143,Network 144,Network 145,Network 146,Network 147,Network 148,Network 149,Network 150,Network 151,Network 152,Network 153,Network 154,Network 155,Network 156,Network 157,Network 158,Network 159,Network 160,Network 161,Network 162,Network 163,Network 164,Network 165,Network 166,Network 167,Network 168,Network 169,Network 170,Network 171,Network 172,Network 173,Network 174,Network 175,Network 176,Network 177,Network 178,Network 179,Network 180,Network 181,Network 182,Network 183,Network 184,Network 185,Network 186
Pro,Solo,In person,9/11/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1091174841049,Scott Jordan,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/1091174841049/1,,9/7/2017,"Scott Jordan, Computer Science, University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,9/28/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1092844749287,"Juan Ortiz Freuler, Web Foundation",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/1092844749287/1,,9/25/2017,World Wide Web Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,5/11/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 16-41",https://www.fcc.gov/ecfs/search/search-filings/filing/10511267682678,"Writers Guild of America, West",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/10511267682678/1,,,Writers Guild of America West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,9/29/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10929185009616,Writers Guild of America West,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/10929185009616/1,,,Writers Guild of America West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,10/11/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/101139883665,Brent Skorup,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/101139883665/1,,10/11/2017,"Brent Skorup, Mercatus Center at George Mason University",Canyon Brimhall,Mike Jayne,Mercatus Center at George Mason University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,10/20/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1020604611937,Brent Skorup,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1020604611937/1,,10/19/2017,"Brent Skorup, Mercatus Center at George Mason University",Canyon Brimhall,Mike Jayne,Mercatus Center at George Mason University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,11/1/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/11012778814180,Brent Skorup,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/11012778814180/1,,10/31/2017,"Brent Skorup, Mercatus Center at George Mason University",Canyon Brimhall,Mike Jayne,Mercatus Center at George Mason University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,11/7/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1107088059202,"Geoffrey A. Manne, Justin (Gus) Hurwitz, Kristian Stout",Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/1107088059202/1,,11/2/2017,International Center for Law & Economics,"Justin (Gus) Hurwitz, Professor of Law, University of Nebraska",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,12/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1205071519440,MMTC and NABOB,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/1205071519440/1,,11/30/2017,"Multicultural Media, Telecom & Internet Council",National Association of Black Owned Broadcasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,12/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/120581657700,MMTC and NABOB,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/120581657700/1,,12/1/2017,"Multicultural Media, Telecom & Internet Council",National Association of Black Owned Broadcasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,10/23/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 17-183, 14-177, 17-200",https://www.fcc.gov/ecfs/search/search-filings/filing/1023086702560,National Association of Manufacturers,Refer to Attachment(s).,20,https://www.fcc.gov/ecfs/document/1023086702560/5,,10/19/2017,National Association of Manufacturers,Manufacturers Radio Frequency Advisory Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,8/30/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10830101728556,NCTA - The Internet & Television Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/10830101728556/1,,8/28/2017,National Cable & Telecommunications Association,Comcast,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network ,In person,12/9/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12090141004509,"R Street Institute, FreedomWorks, American Conservative Union, Competitive Enterprise Institute, TechFreedom",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/12090141004509/1,,12/8/2017,R Street Institute,FreedomWorks,American Conservative Union,Competitive Enterprise Institute,TechFreedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,10/27/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10272971228987,"Akamai Technologies, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/10272971228987/1,,10/25/2017,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/15/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/111523439418,"Akamai Technologies, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/111523439418/1,,11/13/2017,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/15/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/111543688127,"Akamai Technologies, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/111543688127/1,,11/14/2017,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/16/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/11160193829883,"Akamai Technologies, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/11160193829883/1,,11/15/2017,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,10/13/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10130631419506,Alaska Communications,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/10130631419506/1,,10/10/2017,Alaska Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,10/13/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10130631419506,Alaska Communications,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/10130631419506/1,,10/11/2017,Alaska Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/12/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1051236649834,American Cable Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1051236649834/1,,5/10/2017,American Cable Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/14/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10714133922104,"Antietam Cable Television, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/10714133922104/1,,7/14/2017,Antietam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,9/27/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10927442128309,"AT&T Services, Inc.",Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/10927442128309/1,,9/27/2017,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/6/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/110639140013,"AT&T Services, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/110639140013/1,,11/6/2017,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1205135378093,"AT&T Services, Inc.",Refer to Attachment(s).,79,https://www.fcc.gov/ecfs/document/1205135378093/1,,12/1/2017,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10505213020157,CALinnovates,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/10505213020157/1,,4/28/2017,CALinnovates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/20/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1120245160153,CALinnovates,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/1120245160153/1,,11/20/2017,CALinnovates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/13/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1113201502040,CTIA,Refer to Attachment(s).,13,https://www.fcc.gov/ecfs/document/1113201502040/1,,11/8/2017,Cellular Telephone Industries Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1205269215947,CTIA,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1205269215947/1,,11/30/2017,Cellular Telephone Industries Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1205269215947,CTIA,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1205269215947/1,,12/1/2017,Cellular Telephone Industries Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/7/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 17-79",https://www.fcc.gov/ecfs/search/search-filings/filing/12072903804737,CTIA,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/12072903804737/1,,12/4/2017,Cellular Telephone Industries Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/7/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 17-79",https://www.fcc.gov/ecfs/search/search-filings/filing/12072903804737,CTIA,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/12072903804737/1,,12/5/2017,Cellular Telephone Industries Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/7/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 17-79",https://www.fcc.gov/ecfs/search/search-filings/filing/12072903804737,CTIA,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/12072903804737/1,,12/6/2017,Cellular Telephone Industries Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/21/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1121321426565,CenturyLink,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1121321426565/1,,11/16/2017,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/21/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1121321426565,CenturyLink,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1121321426565/1,,11/20/2017,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/8/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1208918901165,CenturyLink,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1208918901165/1,,12/5/2017,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/8/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1208918901165,CenturyLink,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1208918901165/1,,12/6/2017,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/11/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 17-84",https://www.fcc.gov/ecfs/search/search-filings/filing/105111804417537,"Charter Communications, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/105111804417537/1,,5/10/2017,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,10/19/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 11-42, 09-197, 10-90, 12-268, 14-165, 15-146, 16-56",https://www.fcc.gov/ecfs/search/search-filings/filing/10193083407812,Citizens Against Government Waste,Refer to Attachment(s).,62,https://www.fcc.gov/ecfs/document/10193083407812/1,,10/18/2017,Citizens Against Government Waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
