Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Pro,Solo,In person,9/16/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016055180,National Hispanic Media Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016055180/1,,9/16/2010,National Hispanic Media Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,8/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015850424,Emily Sheketoff,Refer to Attachment(s).,12,https://www.fcc.gov/ecfs/document/6015850424/1,Emily Sheketoff,8/12/2010,American Library Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,1/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015530873,Barbara van Schewick,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/6015530873/1,,1/15/2009,"Barbara van Schewick, Stanford Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,9/20/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016055438,Barbara van Schewick,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/6016055438/1,,9/17/2010,"Barbara van Schewick, Stanford Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/8/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063206,Barbara van Schewick,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6016063206/1,,12/6/2010,"Barbara van Schewick, Stanford Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063308,Barbara van Schewick,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6016063308/1,,12/7/2010,"Barbara van Schewick, Stanford Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/10/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063456,Barbara van Schewick,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016063456/1,,12/8/2010,"Barbara van Schewick, Stanford Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,1/11/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015508355,Best Buy,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015508355/1,,1/8/2010,Best Buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,5/11/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015600681,Center for Democracy and Technology,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015600681/1,,5/11/2010,Center for Democracy & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,6/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015658547,Center for Democracy & Technology (CDT),Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015658547/1,,6/29/2010,Center for Democracy & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,7/1/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015658808,Center for Democracy & Technology (CDT),Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015658808/1,,7/1/2010,Center for Democracy & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,8/2/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795682,Center for Democracy & Technology (CDT),Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015795682/1,,7/30/2010,Center for Democracy & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/7/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063154,Center for Democracy & Technology (CDT),Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063154/1,,12/7/2010,Center for Democracy & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063872,Center for Democracy & Technology (CDT),Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063872/1,,12/13/2010,Center for Democracy & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/15/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502612,Computer and Communication Industry Association (CCIA),Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015502612/1,,12/14/2009,Computer & Communications Industry Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016061993,Computer & Communications Industry Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016061993/1,,11/19/2010,Computer & Communications Industry Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/7/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063132,Computer & Communications Industry Association (CCIA),Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063132/1,,12/6/2010,Computer & Communications Industry Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063758,Computer & Communications Industry Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063758/1,,12/10/2010,Computer & Communications Industry Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,10/12/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058110,Consumer Federation of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016058110/1,,10/10/2010,Consumer Federation of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/2/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062814,Consumers Union,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062814/1,,12/1/2010,Consumers Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/22/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015503675,DISH Network,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/6015503675/1,,12/22/2009,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,4/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015588376,DISH Network,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015588376/1,,4/29/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,6/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015656354,DISH Network,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015656354/1,,6/21/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,6/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657073,DISH Network,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015657073/1,,6/22/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,6/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657614,DISH Network,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015657614/1,,6/23/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,7/1/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015658807,DISH Network,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015658807/1,,6/30/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,8/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016053218,DISH Network L.L.C.,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6016053218/1,,8/27/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,10/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016059860,DISH Network L.L.C.,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016059860/1,,10/21/2010,DISH Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/20/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015499829,EchoStar,Refer to Attachment(s).,12,https://www.fcc.gov/ecfs/document/6015499829/1,,11/19/2009,EchoStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,1/25/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015531800,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015531800/1,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,2/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015536703,Free Press,Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6015536703/2,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,2/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015536706,Free Press,Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6015536706/2,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,2/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015536707,Free Press,Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6015536707/2,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063880,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063880/1,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,10/29/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015394844,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015394844/1,,10/28/2009,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/2/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015395054,Free Press,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015395054/2,,10/30/2009,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/24/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500167,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015500167/1,,11/24/2009,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/18/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015503082,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015503082/1,,12/17/2009,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,4/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015554834,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015554834/1,,4/9/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,7/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015694139,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015694139/1,,7/20/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,7/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015694198,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015694198/1,,7/21/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,8/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015850419,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015850419/1,,8/12/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,10/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016057756,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016057756/1,,10/5/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,10/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058494,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016058494/1,,10/13/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062207,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062207/1,,11/22/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062293,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016062293/1,,11/23/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062999,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062999/1,,12/2/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063000,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063000/1,,12/2/2010,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063889,Future of Music Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063889/1,,12/13/2010,Future of Music Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,12/4/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015501309,Independent Film and Television Alliance,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015501309/1,,12/3/2009,Independent Film & Television Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/10/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015498175,Level 3 Communications,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015498175/1,,11/9/2009,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/10/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015498175,Level 3 Communications,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015498175/1,,11/10/2009,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,2/17/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015535281,Marvin Ammori,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015535281/1,,2/16/2010,Marvin Ammori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,4/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015588370,Media Access Project,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015588370/1,,,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,4/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015588661,Media Access Project,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015588661/1,,,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,4/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015588748,Media Access Project,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015588748/1,,,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,5/4/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015590966,Media Access Project,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015590966/1,,,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,5/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015636327,Media Access Project,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015636327/1,,,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,In person,11/12/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016061355,Media Access Project,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016061355/1,,,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
