Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Anti,Network,Reply Comments,4/12/2010,REPLY,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555021,Jeffrey A. Eisenach,Refer to Attachment(s).,32,https://www.fcc.gov/ecfs/document/6015555021/1,Economics Experts,4/12/2010,"Jeffrey A. Eisenach, Navigant Economics & George Mason Univ. Law School","Jerry Brito, Mercatus Center at George Mason University","Martin Cave, Warwick Business School, University of Warwick","Robert W. Crandall, The Brookings Institution","Larry F. Darby, American Consumer Institute & George Mason Univ. Law School","Everett M. Ehrlich, ESC Company","Jerry Ellig, Mercatus Center at George Mason University","Henry Ergas, Economist","David Farber, Carnegie Mellon University","Gerald R. Faulhaber, Wharton School, University of Pennsylvania","Robert W. Hahn, Univ. of Manchester & Univ. of Oxford","Alfred E. Kahn, National Economic Research Associates","Wayne A. Leighton, Francisco Marroquín University","Robert Litan, The Brookings Institution & Kaufman Foundation","Glen O. Robinson, University of Virginia","Hal J. Singer, Navigant Economics & Georgetown Univ. School of Business","Vernon L. Smith, Chapman Univ., Economic Science Institute","William Taylor, National Economic Research Associates","Timothy J. Tardiff, Advanced Analytical Consulting Group","Leonard Waverman, Business, University of Calgary","Dennis L. Weisman, Kansas State University",Mercatus Center at George Mason University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015581859,Jason Llorenz - National Hispanic Caucus of State Legislators,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015581859/1,,4/26/2010,National Black Caucus of State Legislators,National Hispanic Caucus of State Legislators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015581699,"Broadcast Music, Inc., National Music Publishers' Association, Nashville Songwri",Refer to Attachment(s).,20,https://www.fcc.gov/ecfs/document/6015581699/1,American Composers Forum et al. (ACF),4/26/2010,National Music Publishers’ Association,"Broadcast Music, Inc.",Nashville Songwriters Association International,Church Music Publishers Association,American Society of Composers Authors & Publishers,"Sesac, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015585757,National Organizations,Refer to Attachment(s).,28,https://www.fcc.gov/ecfs/document/6015585757/1,,4/26/2010,National Organizations,Minority Media & Telecom Council,Black College Communication Association,Hispanic Institute,Hispanic Technology & Telecommunications Partnership,Labor Council for Latin American Advancement,Latinos in Information Sciences & Technology Association,League of United Latin American Citizens,MANA - A National Latina Organization,National Association of Black County Officials,National Black Caucus of State Legislators,National Coalition of Puerto Rican Women,National Conference of Black Mayors,National Coalition on Black Civic Participation,Black Women’s Roundtable,National Organization of Black Elected Legislative Women,National Puerto Rican Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015584220,"PAETEC Communications, Inc.",Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6015584220/1,,4/26/2010,PAETEC,McLeodUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015573921,Telecom Manufacturer Coalition,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6015573921/1,,4/26/2010,Telecom Manufacturer Coalition,ADC Telecommunications,BTECH,Berry Test Sets,Camiant,CBM of America,Condux International,Enhanced Telecommunications,FiberControl,Go! Foton,Independent Technologies,MetroTel Corp,MRV Communications,Optical Zonu Corp,Prysmian Communications Cables & Systems,Sheyenne Dakota,SNC Manufacturing,Sunrise Telecom,Suttle Apparatus,Telesync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015581890,The Telecommunications Industry Association,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6015581890/1,,4/26/2010,Telecommunications Industry Association,Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,11/24/2009,INTENT TO PARITICIPATE IN ORAL ARGUMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500222,Open Internet Coalition,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015500222/1,,"October 19, 2009",Open Internet Coalition,AdRoll,Amazon,i/o Ventures,Cbeyond,Craigslist,Digg,eBay,EchoStar,Expedia,Facebook,Flickr,Google,IAC,LinkedIn,Meetup,Mozilla,Netflix,One Communications,OpenDNS,Skype,Sony,TiVo Inc.,Twitter,"Vuze, Inc.",XO Communications,YouTube,Zynga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,5/6/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015593794,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015593794/1,,,Open Internet Coalition,Amazon,DISH Network,eBay,EarthLink,Sony,IAC,Skype,XO Communications,Google,Data Foundry,EchoStar,Netflix,Sling Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063916,"ALA, ARL and EDUCAUSE",Refer to Attachment(s).,12,https://www.fcc.gov/ecfs/document/6016063916/1,,,American Library Association,Association of Research Libraries,EDUCAUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,12/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064137,"ALA, ARL and EDUCAUSE",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016064137/1,,12/11/2010,American Library Association,Association of Research Libraries,EDUCAUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063790,Open Internet Supporters,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063790/1,,12/9/2010,DISH Network,Consumers Union,Netflix,Public Knowledge,Writers Guild of America West,Free Press,New America Foundation,Amazon,Skype,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,11/9/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015497818,Free Press et al,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015497818/1,,11/9/2009,Free Press,Media Access Project,Consumers Union,New America Foundation,Robb Topolski,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,11/9/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015497848,Free Press and the Open Technology Initiative,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/6015497848/2,,11/9/2009,Free Press,New America Foundation,Robb Topolski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,11/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062579,"Free Press, Media Access Project, New America Foundation's Open Technology Initi",Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016062579/1,,11/30/2010,Free Press,Media Access Project,New America Foundation,Public Knowledge,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Written,12/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063855,IATSE,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6016063855/3,,12/10/2010,International Alliance of Theatrical Stage Employees,Directors Guild of America,American Federation of Television & Radio Artists,Screen Actors Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
